conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_comment,auto_label,conf_score
1922641977293627840,2025-05-14 13:15:43+00:00,0,Patrick Kluivert Akhirnya Panggil Elkan Baggott untuk Perkuat Timnas Indonesia? Netizen Girang Lihat sang Bek Tengah di Bali https://t.co/OEPHgsG5zr,1922641977293627840,,,in,,0,0,0,https://x.com/BiruBir26073179/status/1922641977293627840,1611783237013229569,BiruBir26073179,patrick kluivert akhir panggil elkan baggott kuat timnas indonesia netizen girang lihat sang bek tengah bal,negative,0.695428192615509
1922440103328162090,2025-05-13 23:53:32+00:00,0,Egy Maulana Vikri jadi pemain lokal paling bersinar di BRI Liga 1. Pantas masuk skuad Timnas Indonesia asuhan Patrick Kluivert? https://t.co/aF3dvbp6IK,1922440103328162090,,,in,,0,0,0,https://x.com/radarmadiunweb/status/1922440103328162090,1404018642,radarmadiunweb,egy maulana vikri main lokal paling sinar bri liga pantas masuk skuad timnas indonesia asuh patrick kluivert,negative,0.9986371397972107
1922323983854096537,2025-05-13 16:12:07+00:00,1,Dua pemain Timnas Indonesia Marselino Ferdinan dan Maarten Paes resmi dicoret oleh Patrick Kluivert untuk laga melawan China di Kualifikasi Piala Dunia 2026 Zona Asia karena akumulasi kartu kuning usai laga kontra Bahrain pada 25 Maret 2025. https://t.co/v2NtLtWCXA,1922323983854096537,https://pbs.twimg.com/media/Gq13XNZXIAIWYOZ.jpg,,in,,0,0,0,https://x.com/lovermerosit/status/1922323983854096537,206907967,lovermerosit,main timnas indonesia marselino ferdinan maarten paes resmi coret patrick kluivert laga lawan china kualifikasi piala dunia zona asia akumulasi kartu kuning usai laga kontra bahrain maret,negative,0.9988388419151306
1922134960116531203,2025-05-13 13:36:28+00:00,0,@worksfess Patrick Kluivert interview di hari libur langsung keterima nder,1922284814687719507,,worksfess,in,,0,0,0,https://x.com/gringgingen_/status/1922284814687719507,1795096646059171840,gringgingen_,patrick kluivert interview hari libur langsung terima nder,negative,0.9982276558876038
1922178364976042238,2025-05-13 06:33:29+00:00,0,Alhamdulillah selamat yaaa Bung Carlo... Semoga sukses selalu bersama Timnas Brazil. Berharap jika Timnas Indonesia ditakdirkan lolos ke Piala Dunia 2026 bisa berjumpa dengan Brazil. Adu strategi Bung Patrick Kluivert vs Bung Carlo Ancelotti. Semoga 🇮🇩🇧🇷,1922178364976042238,,,in,,0,0,0,https://x.com/ua_riyadin/status/1922178364976042238,130414415,ua_riyadin,alhamdulillah selamat yaa bung carlo moga sukses selalu sama timnas brazil harap timnas indonesia takdir lolos piala dunia jumpa brazil adu strategi bung patrick kluivert bung carlo ancelotti moga,positive,0.9797896146774292
1921997587223130326,2025-05-13 04:09:09+00:00,423,@tanyakanrl Pablo Gavi Barca Paolo Rosi Roma Paolo Maldini Milan Pecco MotoGP Pewdiepie Ytber Prabowo..... Ponaryo Patrick Kluivert Podolski Park Ji Sung Pepe Pempek Palembang Papeda Pablo Escobar Pintus Perez Pep Guardiola,1922142044287369615,,tanyakanrl,in,,8,16,16,https://x.com/Ikhwanp88/status/1922142044287369615,1576749459551051776,Ikhwanp88,pablo gavi barca paolo ros roma paolo maldini mil pecco motogp pewdiepie ytber prabowo ponaryo patrick kluivert podolski park sung pepe pempek palembang papeda pablo escobar pintus perez pep guardiola,positive,0.7111135125160217
1922135371577455053,2025-05-13 03:42:38+00:00,1,Dulu nonton running man episode 283 cuma ngeh sama song joongki &amp; park jisung doang setelah rewatch ternyata ada jung ilwoo lee donggook patrick kluivert gianluca zambrotta dll. salfok juga sama angka di baju &amp; celana song jihyo '7012' https://t.co/oMJCTbOGFj,1922135371577455053,https://pbs.twimg.com/media/GqzL65GbAAAULFY.jpg,,in,,0,0,0,https://x.com/ladybirdkku/status/1922135371577455053,1842592386675056640,ladybirdkku,dulu nonton running man episode cuma ngeh sama song joongki amp park jisung doang rewatch nyata jung ilwoo lee donggook patrick kluivert gianluca zambrotta salfok sama angka baju amp celana song jihyo,negative,0.8897691965103149
1921917843144159469,2025-05-12 14:44:24+00:00,13,@Yokooo649079 @idextratime @FabrizioRomano bukannya patrick kluivert ya? soalnya merubah Indonesia jadi total futbol xixixi,1921939522440278442,,Yokooo649079,in,,0,1,0,https://x.com/OnetrickYasuo/status/1921939522440278442,839214522,OnetrickYasuo,bukan patrick kluivert soal rubah indonesia total futbol xixixi,negative,0.9985299110412598
1921509636210843891,2025-05-12 10:18:33+00:00,0,@idextratime Kalo gw jadi Beckham gw pecat trus gw ganti Patrick Kluivert,1921872618535186588,,idextratime,in,,0,0,0,https://x.com/MamangPutin/status/1921872618535186588,1469330094015475712,MamangPutin,kalo beckham pecat trus ganti patrick kluivert,negative,0.556755542755127
1921869530168467814,2025-05-12 10:06:17+00:00,1,Patrick Kluivert diketahui berada di Eropa dan belum lama ini terlihat berada di Spanyol. Juru taktik Timnas Indonesia itu menonton pertandingan Barcelona Vs Real Madrid https://t.co/me9Vwo0amT,1921869530168467814,,,in,,0,0,0,https://x.com/BolaSportcom/status/1921869530168467814,78239324,BolaSportcom,patrick kluivert tahu eropa lama lihat spanyol juru taktik timnas indonesia tonton tanding barcelona real madrid,negative,0.998155415058136
1921863653067780480,2025-05-12 09:42:56+00:00,0,Dean James Kembali Merumput Patrick Kluivert Full Senyum https://t.co/yx6PyAUtCd,1921863653067780480,,,in,,0,0,0,https://x.com/officialinews_/status/1921863653067780480,132078023,officialinews_,dean james rumput patrick kluivert full senyum,negative,0.7616274952888489
1921830920656396534,2025-05-12 07:32:52+00:00,20,Dicari PSSI Patrick Kluivert Ketahuan Kibarkan Bendera Indonesia di Kandang Barcelona https://t.co/TflsfvTBZU,1921830920656396534,,,in,,0,0,17,https://x.com/OposisiCerdas/status/1921830920656396534,887743587579944960,OposisiCerdas,cari pssi patrick kluivert tahu kibar bendera indonesia kandang barcelona,negative,0.9968324303627014
1921782684658884718,2025-05-12 04:21:11+00:00,0,Bawa Nama Indonesia ke El Clasico Aksi Patrick Kluivert Bareng Suporter Cantik Bikin Heboh https://t.co/gofUMOlhTu,1921782684658884718,,,in,,0,0,0,https://x.com/officialinews_/status/1921782684658884718,132078023,officialinews_,bawa nama indonesia clasico aksi patrick kluivert bareng suporter cantik bikin heboh,negative,0.9964985847473145
1921779384685367472,2025-05-12 04:08:04+00:00,1,Patrick Kluivert Asyik Nonton El Clasico Barcelona vs Real Madrid Sempat Foto dengan Fans Timnas Indonesia https://t.co/UHK9CfKCZV,1921779384685367472,,,in,,0,0,0,https://x.com/okezonenews/status/1921779384685367472,47274731,okezonenews,patrick kluivert asyik nonton clasico barcelona real madrid sempat foto fans timnas indonesia,negative,0.799735426902771
1921719838583521523,2025-05-12 00:11:28+00:00,0,Elkan Baggott Dipanggil Patrick Kluivert Gantikan Kevin Diks yang Cedera Jelang Lawan China? https://t.co/HBC9zFCfGs via @okezonenews,1921719838583521523,,,in,,0,0,0,https://x.com/BDeprayand14855/status/1921719838583521523,1894739948173209600,BDeprayand14855,elkan baggott panggil patrick kluivert ganti kevin diks cedera jelang lawan china via,negative,0.9987678527832031
1921519411711598839,2025-05-11 16:32:00+00:00,1,@rafaassyifanerd kalo menurut aku kamu itu patrick kluivert https://t.co/Lcd6qWDUAn,1921604212699316697,https://pbs.twimg.com/media/Gqro2MRXsAAytWX.jpg,rafaassyifanerd,in,,0,0,0,https://x.com/hendra_wan20/status/1921604212699316697,1297602100088602624,hendra_wan20,kalo patrick kluivert,negative,0.5624215006828308
1921592465221415351,2025-05-11 16:26:12+00:00,0,@cuanairdrophome @GiveRep @ATTNtoken @ikadotxyz @sui_glitch @nexaxyz @Suigar_com semoga beruntung semuanya @GiveRep,1921602750682440059,,cuanairdrophome,in,,0,0,0,https://x.com/deny041020/status/1921602750682440059,1792273912484757504,deny041020,moga untung semua,positive,0.995970606803894
1921542208798204118,2025-05-11 12:25:37+00:00,18,Patrick Kluivert Ajojing dengan Ronaldinho dan Carles Puyol saat Indonesia Dihukum FIFA https://t.co/JLhMWLEg8J,1921542208798204118,,,in,,0,0,16,https://x.com/OposisiCerdas/status/1921542208798204118,887743587579944960,OposisiCerdas,patrick kluivert ajojing ronaldinho carles puyol indonesia hukum fifa,negative,0.9963162541389465
1921369014774694390,2025-05-11 11:43:42+00:00,0,@siupiiii Aku Patrick Kluivert,1921531658479477168,,siupiiii,in,,0,0,0,https://x.com/dexfutif/status/1921531658479477168,1908629637246423040,dexfutif,patrick kluivert,negative,0.964324951171875
1921518262212293019,2025-05-11 11:41:40+00:00,3,@GtngRyan95035 @barcastuff_idn Puyol Ronaldinho pique Patrick Kluivert Thierry Henry yg ku tau ini ya,1921531145272901645,,GtngRyan95035,in,,0,0,0,https://x.com/Tha_Daisuke/status/1921531145272901645,726849269622181888,Tha_Daisuke,puyol ronaldinho pique patrick kluivert thierry henry tau,negative,0.9758850336074829
1921518262212293019,2025-05-11 10:52:40+00:00,204,@barcastuff_idn Ini legend-legend pada berdatangan yaa di El Clasico ini. Yaa karena main di Home juga sih Tapi legend kaya Henry Patrick Kluivert kemungkinan pada dateng di match ini. Campaign Barca sama Travis Scott juga kayanya gencar banget dipromosiin. Semoga hasilnya memuaskan,1921518816976109582,,barcastuff_idn,in,,0,4,3,https://x.com/ovrtime/status/1921518816976109582,968975730,ovrtime,legend legend datang yaa clasico yaa main home sih legend kaya henry patrick kluivert mungkin dateng match campaign barca sama travis scott kaya gencar banget dipromosiin moga hasil muas,positive,0.9934731125831604
1921514734341226559,2025-05-11 10:44:15+00:00,0,@BarcaaInside @victor_nahe Tapi masalahnya sampe kaya Henry Patrick Kluivert kemungkinan pada dateng nonton match ini,1921516696017465413,,ovrtime,in,,0,1,0,https://x.com/ovrtime/status/1921516696017465413,968975730,ovrtime,masalah sampe kaya henry patrick kluivert mungkin dateng nonton match,negative,0.9757335782051086
1921504320522223806,2025-05-11 09:55:04+00:00,0,Persib Juara Liga 1 Dua Pemain Maung Bandung Ini Dinilai Cocok Masuk Timnas Indonesia. Nama Edo Febriansah dan Marc Klok bisa dipertimbangkan oleh Patrick Kluivert untuk menghadapi dua partai penting di Kualifikasi Piala Dunia 2026 Zona Asia. https://t.co/esvHQoPt1m https://t.co/618YKpGIR0,1921504320522223806,https://pbs.twimg.com/media/GqqN_h4XMAANzQF.jpg,,in,,0,0,0,https://x.com/PohanChoky40724/status/1921504320522223806,1866478058582257664,PohanChoky40724,persib juara liga main maung bandung nilai cocok masuk timnas indonesia nama edo febriansah marc klok timbang patrick kluivert hadap partai penting kualifikasi piala dunia zona asia,negative,0.9968336224555969
1921411442084856307,2025-05-11 04:52:15+00:00,0,@unmagnetism Patrick Kluivert Dapat Kabar Gembira Pelatih Jepang Rotasi Pemain saat Jamu Timnas Indonesia https://t.co/DsCimKHESL,1921428115953246653,,unmagnetism,in,,0,0,0,https://x.com/okezonenews/status/1921428115953246653,47274731,okezonenews,patrick kluivert kabar gembira latih jepang rotasi main timnas indonesia,negative,0.994310736656189
1921319820026392929,2025-05-10 22:24:23+00:00,0,@spacedogexyz Chek dm me sir,1921330506303512891,,spacedogexyz,in,,0,0,0,https://x.com/deny041020/status/1921330506303512891,1792273912484757504,deny041020,chek sir,negative,0.9971745014190674
1921226220806828502,2025-05-10 15:30:00+00:00,0,Patrick Kluivert Bahagia Dean James Pulih dari Cedera Jelang Laga Timnas Indonesia vs China https://t.co/e9FUWMudag,1921226220806828502,,,in,,0,0,0,https://x.com/okezonenews/status/1921226220806828502,47274731,okezonenews,patrick kluivert bahagia dean james pulih cedera jelang laga timnas indonesia china,negative,0.9638427495956421
1921188479238893925,2025-05-10 13:00:02+00:00,0,Elkan Baggott Dipanggil Patrick Kluivert Gantikan Kevin Diks yang Cedera Jelang Lawan China? https://t.co/vGD9Rt4xVe,1921188479238893925,,,in,,0,0,0,https://x.com/okezonenews/status/1921188479238893925,47274731,okezonenews,elkan baggott panggil patrick kluivert ganti kevin diks cedera jelang lawan china,negative,0.9986152648925781
1921135956238688430,2025-05-10 09:31:19+00:00,0,3 Pemain Persib Bandung yang Bisa Dilirik Patrick Kluivert ke Timnas Indonesia Usai Juara Liga 1 2024-2025 Nomor 1 Subur Cetak Gol https://t.co/WiPHfnRGvs,1921135956238688430,,,in,,0,0,0,https://x.com/okezonenews/status/1921135956238688430,47274731,okezonenews,main persib bandung lirik patrick kluivert timnas indonesia usai juara liga nomor subur cetak gol,negative,0.9964549541473389
1921126415249928295,2025-05-10 08:53:24+00:00,0,Timnas Indonesia terlalu percaya diri ketika melawan Australia dan langsung dihukum 5 gol yang membuat debut Patrick Kluivert berakhir pahit. Sadar dengan hal itu Erick Thohir pun memberikan sebuah pesan kepada Jay Idzes dkk. 🇮🇩 https://t.co/mtZ0v0HXMZ,1921126415249928295,,,in,,0,0,0,https://x.com/BolaSportcom/status/1921126415249928295,78239324,BolaSportcom,timnas indonesia terlalu percaya diri lawan australia langsung hukum gol buat debut patrick kluivert akhir pahit sadar erick thohir beri buah pesan jay idzes dkk,negative,0.9954530000686646
1921126032742010961,2025-05-10 08:51:53+00:00,0,Timnas Indonesia terlalu percaya diri ketika melawan Australia dan langsung dihukum 5 gol yang membuat debut Patrick Kluivert berakhir pahit. Sadar hal itu kurang baik Erick Thohir pun memberikan sebuah pesan kepada Jay Idzes dkk. 🇮🇩 https://t.co/8blu8VfMTb,1921126032742010961,,,in,,0,0,0,https://x.com/tribunSUPERBALL/status/1921126032742010961,626306017,tribunSUPERBALL,timnas indonesia terlalu percaya diri lawan australia langsung hukum gol buat debut patrick kluivert akhir pahit sadar kurang baik erick thohir beri buah pesan jay idzes dkk,negative,0.9871388077735901
1921120932669595823,2025-05-10 08:31:37+00:00,0,TC Timnas Indonesia baru akan digelar pada 26 Mei 2025 dan Patrick Kluivert pun belum mengumumkan daftar pemain yang dipanggil. Meski begitu sudah ada 1 pemain yang sudah berada di Bali! Siapa? 🇮🇩 https://t.co/gqPJKJsD7z,1921120932669595823,,,in,,0,0,1,https://x.com/tribunSUPERBALL/status/1921120932669595823,626306017,tribunSUPERBALL,timnas indonesia baru gelar mei patrick kluivert umum daftar main panggil meski main bal siapa,negative,0.9989473223686218
1921085314984026260,2025-05-10 06:10:05+00:00,0,Witan Sulaeman adalah salah satu pemain langganan Timnas Indonesia era Shin Tae-yong tetapi terlupakan saat Patrick Kluivert mengambil alih posisi pelatih. Pemain asal Palu Sulawesi Tengah tersebut buka suara! https://t.co/QRXxca2erJ,1921085314984026260,,,in,,0,0,0,https://x.com/tribunSUPERBALL/status/1921085314984026260,626306017,tribunSUPERBALL,witan sulaeman salah satu main langgan timnas indonesia era shin tae yong lupa patrick kluivert ambil alih posisi latih main asal palu sulawesi tengah sebut buka suara,negative,0.9976757168769836
1921048801416278484,2025-05-10 03:45:00+00:00,0,Jelang Timnas Indonesia vs China dan Jepang Witan Sulaeman Berharap Dipanggil Patrick Kluivert https://t.co/9MI63sRKRy,1921048801416278484,,,in,,0,0,0,https://x.com/okezonenews/status/1921048801416278484,47274731,okezonenews,jelang timnas indonesia china jepang witan sulaeman harap panggil patrick kluivert,negative,0.9988742470741272
1921045703737979215,2025-05-10 03:32:41+00:00,0,Terpinggirkan di Persija Witan Sulaeman Tiba-Tiba Kirim Pesan ke Patrick Kluivert https://t.co/gnB7Uvsv8g,1921045703737979215,,,in,,0,0,0,https://x.com/officialinews_/status/1921045703737979215,132078023,officialinews_,pinggir persija witan sulaeman tiba tiba kirim pesan patrick kluivert,negative,0.9986262321472168
1920864775187124630,2025-05-09 15:33:45+00:00,4,fp fp barca yg lg spam foto legend barca aku request banyakin patrick kluivert dong‍↕️,1920864775187124630,,,in,,1,2,0,https://x.com/p8dripepi/status/1920864775187124630,1856901056992874498,p8dripepi,barca spam foto legend barca request banyakin patrick kluivert dong,negative,0.9291856288909912
1920750587978936547,2025-05-09 08:00:00+00:00,0,Patrick Kluivert Bisa Manfaatkan Situasi Jepang untuk Bawa Timnas Indonesia Lolos ke Piala Dunia 2026 https://t.co/eOmVZ3SJ49,1920750587978936547,,,in,,0,0,0,https://x.com/jawapos/status/1920750587978936547,2392460208,jawapos,patrick kluivert manfaat situasi jepang bawa timnas indonesia lolos piala dunia,negative,0.9955214262008667
1920748321066676455,2025-05-09 07:51:00+00:00,0,Patrick Kluivert Kehilangan 4 Pemain Jelang Laga Krusial Timnas Indonesia Kontra Tiongkok dan Jepang https://t.co/Sc8EnhoCEw,1920748321066676455,,,in,,0,0,0,https://x.com/jawapos/status/1920748321066676455,2392460208,jawapos,patrick kluivert hilang main jelang laga krusial timnas indonesia kontra tiongkok jepang,negative,0.8082641959190369
1920662446189989997,2025-05-09 02:09:46+00:00,0,Patrick Kluivert Turunkan 27 Pemain Timnas Indonesia untuk Berlaga di Kualifikasi Piala Dunia https://t.co/niug482hyD,1920662446189989997,,,in,,0,0,0,https://x.com/harapanrakyat_/status/1920662446189989997,239873274,harapanrakyat_,patrick kluivert turun main timnas indonesia laga kualifikasi piala dunia,negative,0.6920386552810669
1920647210292670780,2025-05-09 01:09:13+00:00,0,Publik Vietnam menyoroti hasrat Timnas Indonesia yang masih berharap bisa lolos langsung ke Piala Dunia 2026. Namun Patrick Kluivert justru kehilangan beberapa nama untuk menghadapi laga penting. 🇻🇳 https://t.co/oTpfbnf35B,1920647210292670780,,,in,,0,0,0,https://x.com/tribunSUPERBALL/status/1920647210292670780,626306017,tribunSUPERBALL,publik vietnam sorot hasrat timnas indonesia harap lolos langsung piala dunia patrick kluivert justru hilang beberapa nama hadap laga penting,negative,0.9972708821296692
1920514347379380285,2025-05-08 16:29:57+00:00,0,@goatR799127198 @fareji @ReymundMark2000 @idextratime itu mah patrick kluivert,1920516531768660109,,goatR799127198,in,,0,1,0,https://x.com/PriaNPC/status/1920516531768660109,1133482939411386369,PriaNPC,mah patrick kluivert,negative,0.9228655695915222
1920515922940604824,2025-05-08 16:27:32+00:00,0,Erick Thohir beri Patrick Kluivert kabar buruk jelang laga lawan China! #timnasindonesia #timnas #timnasday #china #kualifikasipialadunia2026 #patrickkluivert #erickthohir https://t.co/8wigsDAsDJ,1920515922940604824,https://pbs.twimg.com/amplify_video_thumb/1920515761497403392/img/XXWKiahXWEvNZz81.jpg,,in,,0,0,0,https://x.com/soccer_script/status/1920515922940604824,1906689442573885441,soccer_script,erick thohir beri patrick kluivert kabar buruk jelang laga lawan china,negative,0.8183556795120239
1920448604331720992,2025-05-08 12:00:02+00:00,0,Denny Landzaat masuk dalam daftar kandidat pelatih kepala baru Willem II Tilburg! semoga tetep pilih buat bantu coach Patrick Kluivert yaa #dennylandzaat #timnasindonesia #coach #eredivisie #willemII #timnas #fyp #beritaviral #beritatiktok #footballtiktok https://t.co/TJgJWxE3Wd,1920448604331720992,https://pbs.twimg.com/amplify_video_thumb/1920388978311680000/img/RCz2kxFdmvjCZmH1.jpg,,in,,0,0,0,https://x.com/sportpedia11/status/1920448604331720992,1906620505299578880,sportpedia11,denny landzaat masuk daftar kandidat latih kepala baru willem tilburg moga tetep pilih buat bantu coach patrick kluivert yaa,negative,0.9820936322212219
1920354224770019453,2025-05-08 05:45:00+00:00,1,Ronaldinho Akui Patrick Kluivert sebagai Pemain yang Hebat Timnas Indonesia Beruntung? https://t.co/m3Ro05nP7U,1920354224770019453,,,in,,1,1,0,https://x.com/okezonenews/status/1920354224770019453,47274731,okezonenews,ronaldinho patrick kluivert main hebat timnas indonesia untung,positive,0.9949355721473694
1920308160876982759,2025-05-08 02:41:57+00:00,0,Patrick Kluivert Panggil 27 Pemain Timnas Indonesia untuk Bentrok Versus China dan Jepang di Kualifikasi Piala Dunia 2026? https://t.co/AGBGKw1Snv lewat @okezonenews,1920308160876982759,,,in,,0,0,0,https://x.com/BiruBir26073179/status/1920308160876982759,1611783237013229569,BiruBir26073179,patrick kluivert panggil main timnas indonesia bentrok versus china jepang kualifikasi piala dunia lewat,negative,0.9988123178482056
1920204345292767344,2025-05-08 00:19:27+00:00,0,@MiskinTV_ Pengacara Patrick Kluivert,1920272299938496877,,MiskinTV_,in,,0,0,0,https://x.com/Ilham_491/status/1920272299938496877,1207848126343565313,Ilham_491,acara patrick kluivert,negative,0.9368154406547546
1920107515779383447,2025-05-07 13:24:40+00:00,0,Patrick Kluivert Terciduk Makan Nasi Padang Pakai Tangan Warganet Soroti Alex Pastoor: Makan Aja Pakai Taktik https://t.co/JUUPYMgsvX,1920107515779383447,https://pbs.twimg.com/media/GqWXnA-akAAnkj0.jpg,,in,,0,0,0,https://x.com/kiplizkhan/status/1920107515779383447,123866382,kiplizkhan,patrick kluivert ciduk makan nasi padang pakai tangan warganet sorot alex pastoor makan aja pakai taktik,negative,0.9557610750198364
1919981312783614402,2025-05-07 10:38:11+00:00,0,@SpieltagIndo hansi flick setara sama paduka patrick kluivert melawan asutralia dibabak 1,1920065620042744154,,SpieltagIndo,in,,0,0,0,https://x.com/bagspakbagspak/status/1920065620042744154,91568635,bagspakbagspak,hansi flick tara sama paduka patrick kluivert lawan asutralia babak,negative,0.9972521662712097
1919870948682911970,2025-05-07 06:12:18+00:00,0,@kusmawan_11 @fauziislan @hndiyn @theflankerID Patrick Kluivert bisa sih yg jadi dirteknya Arya Sinulingga,1919998709410234881,,kusmawan_11,in,,0,1,0,https://x.com/Xiephong69/status/1919998709410234881,1904088851242749952,Xiephong69,patrick kluivert sih dirtek arya sinulingga,negative,0.997982382774353
1919786168033677370,2025-05-06 16:36:11+00:00,0,@eebipurai patrick kluivert atau patrick wanggai?,1919793323746984165,,eebipurai,in,,0,0,0,https://x.com/KhalDr0g00__/status/1919793323746984165,1765178645495341056,KhalDr0g00__,patrick kluivert patrick wanggai,negative,0.9368124008178711
1919753384845824149,2025-05-06 13:57:28+00:00,0,cuaca yang sangat dingin di temani malam yang sangat indah,1919753384845824149,,,in,,0,0,0,https://x.com/deny041020/status/1919753384845824149,1792273912484757504,deny041020,cuaca sangat dingin teman malam sangat indah,positive,0.9988611936569214
1919638486786965697,2025-05-06 08:19:14+00:00,0,@tempodotco Curiga gw Prabs ini kek Patrick Kluivert klo ad masalah jawabanya kocak. Aplgi pak Gibs itu ditanya kek orang linglung.,1919668262650184052,,tempodotco,in,,0,0,0,https://x.com/publicEnenemies/status/1919668262650184052,1764292637568413696,publicEnenemies,curiga prabs kek patrick kluivert kalau masalah jawaba kocak aplgi pak gibs kek orang linglung,negative,0.9980815649032593
